job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Senior Data Scientist,"Senior Data Scientist, Oncology Data Science","Gaithersburg, MD",via BeBee,Full-time,False,Georgia,2024-01-01 10:21:15,False,False,United States,,,,NLP PEOPLE,"['r', 'python', 'unix']","{'os': ['unix'], 'programming': ['r', 'python']}"
Data Scientist,University - Data Scientist,"Alexandria, VA",via LinkedIn,Full-time and Part-time,False,Georgia,2024-01-01 10:21:17,False,True,United States,,,,Booz Allen Hamilton,"['r', 'perl', 'python', 'sas', 'sas', 'java', 'c++', 'c#', 'spss']","{'analyst_tools': ['sas', 'spss'], 'programming': ['r', 'perl', 'python', 'sas', 'java', 'c++', 'c#']}"
Data Engineer,Engineer - Data Engineer (Remote),"Annapolis Junction, MD",via BeBee,Full-time,False,Georgia,2024-01-01 10:21:31,False,True,United States,,,,Guidehouse,"['sql', 'oracle']","{'cloud': ['oracle'], 'programming': ['sql']}"
Data Engineer,Data Engineer (Remote) - 27996,"San Francisco, CA",via LinkedIn,Full-time,False,Georgia,2024-01-01 10:21:35,False,False,United States,hour,,95.0,Braintrust,"['sql', 'visual basic', 'oracle', 'flow']","{'cloud': ['oracle'], 'other': ['flow'], 'programming': ['sql', 'visual basic']}"
Data Engineer,Data engineers,"San Francisco, CA",via BeBee,Full-time and Contractor,False,Georgia,2024-01-01 10:21:37,True,False,United States,,,,Diverse Lynx,"['python', 'go', 'java', 'scala', 'spark', 'linux', 'jenkins', 'kubernetes']","{'libraries': ['spark'], 'os': ['linux'], 'other': ['jenkins', 'kubernetes'], 'programming': ['python', 'go', 'java', 'scala']}"
Data Engineer,Azure Data Engineer,"Lake Forest, CA",via BeBee,Full-time,False,Georgia,2024-01-01 10:21:47,False,False,United States,,,,Dexian - Signature Consultants,"['sql', 'sas', 'sas', 'r', 'python', 'azure', 'databricks', 'tableau', 'power bi']","{'analyst_tools': ['sas', 'tableau', 'power bi'], 'cloud': ['azure', 'databricks'], 'programming': ['sql', 'sas', 'r', 'python']}"
Data Engineer,Data Engineer,"Waipahu, HI",via BeBee,Full-time,False,Georgia,2024-01-01 10:21:49,False,False,United States,,,,National Security Agency,"['sql', 'nosql']","{'programming': ['sql', 'nosql']}"
Data Analyst,Data Analyst,Israel,via LinkedIn,Full-time,False,Israel,2024-01-01 10:22:25,False,False,Israel,,,,G-STAT,['sql'],{'programming': ['sql']}
Software Engineer,C# Software Engineer,"Herzliya, Israel",via LinkedIn,Full-time,False,Israel,2024-01-01 10:22:27,True,False,Israel,,,,Varonis,"['c#', 'sql', 'windows']","{'os': ['windows'], 'programming': ['c#', 'sql']}"
Business Analyst,Business Intelligence Ontwikkelaar/Analyst,"Schaerbeek, Belgium",via BeBee,Full-time,False,Belgium,2024-01-01 10:23:01,True,False,Belgium,,,,Christelijke Mutualiteit,"['sap', 'power bi']","{'analyst_tools': ['sap', 'power bi']}"
Data Scientist,Principal Data Scientist,Anywhere,via LinkedIn,Full-time,True,Sudan,2024-01-01 10:27:43,False,False,Sudan,year,215000.0,,Jobot,"['dynamodb', 'aws', 'watson', 'redshift']","{'cloud': ['aws', 'watson', 'redshift'], 'databases': ['dynamodb']}"
Senior Data Scientist,AVP Data Science,"Washington, DC",via BeBee,Full-time,False,"New York, United States",2024-01-01 11:01:12,False,False,United States,,,,CLevelCrossing,"['python', 'go', 'shell', 'sql', 'no-sql', 'aws', 'gcp', 'azure', 'pytorch', 'linux', 'excel', 'git']","{'analyst_tools': ['excel'], 'cloud': ['aws', 'gcp', 'azure'], 'libraries': ['pytorch'], 'os': ['linux'], 'other': ['git'], 'programming': ['python', 'go', 'shell', 'sql', 'no-sql']}"
Senior Data Scientist,Senior Data Scientist,"Mountain View, CA",via BeBee,Full-time,False,"California, United States",2024-01-01 11:01:19,False,True,United States,,,,Otter,"['slack', 'zoom']","{'sync': ['slack', 'zoom']}"
Senior Data Engineer,Senior Data Engineer,"San Francisco, CA",via Atlassian Talent Community,Full-time,False,"California, United States",2024-01-01 11:01:23,False,True,United States,,,,Atlassian,"['c', 'python', 'sql', 'aws', 'spark', 'airflow', 'kafka', 'atlassian']","{'cloud': ['aws'], 'libraries': ['spark', 'airflow', 'kafka'], 'other': ['atlassian'], 'programming': ['c', 'python', 'sql']}"
Data Scientist,Medical Imaging Research Data Scientist/Programmer,"San Francisco, CA",via BeBee,Full-time,False,"California, United States",2024-01-01 11:01:23,False,False,United States,,,,University of California - San Francisco Campus and Health,"['bash', 'python', 'matlab', 'r', 'sas', 'sas', 'linux', 'windows', 'spss']","{'analyst_tools': ['sas', 'spss'], 'os': ['linux', 'windows'], 'programming': ['bash', 'python', 'matlab', 'r', 'sas']}"
Senior Data Scientist,"Senior Data Scientist, Product Analytics","San Francisco, CA",via BeBee,Full-time and Part-time,False,"California, United States",2024-01-01 11:01:23,False,False,United States,,,,Zeplin,"['sql', 'python', 'r', 'snowflake', 'airflow', 'tableau', 'looker']","{'analyst_tools': ['tableau', 'looker'], 'cloud': ['snowflake'], 'libraries': ['airflow'], 'programming': ['sql', 'python', 'r']}"
Senior Data Scientist,Senior Data,"Remote, OR",via BeBee,Full-time,False,"California, United States",2024-01-01 11:01:28,False,True,United States,,,,CenterWell Home Health,['go'],{'programming': ['go']}
Data Analyst,Healthcare Claims Data Analyst - Consultant (SAS),"Tampa, FL",via LinkedIn,Full-time,False,"Florida, United States",2024-01-01 11:02:22,False,True,United States,,,,Berkeley Research Group,"['sas', 'sas', 'sql', 'excel', 'tableau', 'powerpoint']","{'analyst_tools': ['sas', 'excel', 'tableau', 'powerpoint'], 'programming': ['sas', 'sql']}"
Data Engineer,"Azure Data Engineer, Lead","Springfield, MO",via BeBee,Full-time and Part-time,False,"New York, United States",2024-01-01 11:02:57,False,True,United States,,,,Booz Allen Hamilton,"['sql', 'javascript', 'shell', 'python', 'nosql', 'dynamodb', 'azure', 'oracle', 'aws', 'tableau', 'power bi', 'flow']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['azure', 'oracle', 'aws'], 'databases': ['dynamodb'], 'other': ['flow'], 'programming': ['sql', 'javascript', 'shell', 'python', 'nosql']}"
Data Engineer,Data Engineer in Informatica,Anywhere,via Upwork,Contractor and Temp work,True,"California, United States",2024-01-01 11:03:13,True,False,United States,,,,Upwork,"['sql', 'flow']","{'other': ['flow'], 'programming': ['sql']}"
Data Engineer,Data Engineer,Anywhere,via Get.It,Full-time,True,"Texas, United States",2024-01-01 11:03:55,False,True,United States,year,77500.0,,ScaleneWorks People Solutions Inc,"['python', 'java', 'scala', 'sql', 'aws', 'azure', 'spark', 'hadoop', 'kafka']","{'cloud': ['aws', 'azure'], 'libraries': ['spark', 'hadoop', 'kafka'], 'programming': ['python', 'java', 'scala', 'sql']}"
Data Engineer,Data Engineering Excellence - Associate Director (Open to Remote),Anywhere,via LinkedIn,Full-time,True,"Florida, United States",2024-01-01 11:05:38,False,True,United States,,,,Cargill,"['java', 'sql', 'scala', 'aws', 'snowflake', 'airflow', 'spark', 'hadoop', 'github', 'jenkins', 'git']","{'cloud': ['aws', 'snowflake'], 'libraries': ['airflow', 'spark', 'hadoop'], 'other': ['github', 'jenkins', 'git'], 'programming': ['java', 'sql', 'scala']}"
Data Scientist,"Manager, Data Science","Dhaka, Bangladesh",via LinkedIn,Full-time,False,Bangladesh,2024-01-01 11:06:05,False,False,Bangladesh,,,,MetLife Bangladesh,"['sql', 'shell', 'azure', 'snowflake']","{'cloud': ['azure', 'snowflake'], 'programming': ['sql', 'shell']}"
Data Engineer,Data Engineer - Assortment & Steering Tech (m/f/d),Anywhere,via LinkedIn,Full-time,True,Germany,2024-01-01 11:06:32,True,False,Germany,,,,Zalando,"['python', 'kotlin', 'sql', 'aws', 'spark', 'kubernetes']","{'cloud': ['aws'], 'libraries': ['spark'], 'other': ['kubernetes'], 'programming': ['python', 'kotlin', 'sql']}"
Data Engineer,(Senior) Consultant - Automotive Test Engineer (w/m/x) Voll-/Teilzeit,"Frankfurt, Germany",via LinkedIn,Full-time and Part-time,False,Germany,2024-01-01 11:06:37,True,False,Germany,,,,NTT DATA DACH,['atlassian'],{'other': ['atlassian']}
Data Engineer,Data Engineer (6000 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Chile,2024-01-01 11:06:54,True,False,Chile,,,,Listopro,"['sql', 'databricks', 'aws', 'airflow', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['databricks', 'aws'], 'libraries': ['airflow'], 'programming': ['sql']}"
Data Scientist,Associate Analyst / Analyst (Casino Analytics & Optimization ),Singapore,via LinkedIn,Full-time,False,Singapore,2024-01-01 11:07:10,False,False,Singapore,,,,Marina Bay Sands,"['python', 'sql', 'sas', 'sas', 'r', 'tableau']","{'analyst_tools': ['sas', 'tableau'], 'programming': ['python', 'sql', 'sas', 'r']}"
Data Analyst,"Director, Data and Analytics",Singapore,via BeBee Singapore,Full-time,False,Singapore,2024-01-01 11:07:16,False,False,Singapore,,,,GROUPM SINGAPORE PTE. LTD.,"['r', 'sql', 'python', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'programming': ['r', 'sql', 'python']}"
Data Scientist,Principal Data Scientist,India,via LinkedIn,Full-time,False,India,2024-01-01 11:07:49,False,False,India,,,,IBM,"['python', 'aws', 'gcp', 'azure', 'bigquery', 'redshift', 'ibm cloud', 'tensorflow', 'pytorch', 'scikit-learn', 'nltk']","{'cloud': ['aws', 'gcp', 'azure', 'bigquery', 'redshift', 'ibm cloud'], 'libraries': ['tensorflow', 'pytorch', 'scikit-learn', 'nltk'], 'programming': ['python']}"
Data Scientist,Subject Matter Expert -Data Scientist-India,"Khed, Maharashtra, India",via LinkedIn,Full-time,False,India,2024-01-01 11:07:53,False,False,India,,,,Globant,"['python', 'r', 'sas', 'sas', 'sql', 'nosql', 'no-sql', 'azure', 'gcp', 'aws', 'numpy', 'pandas', 'matplotlib', 'spark', 'hadoop', 'opencv', 'tableau', 'spss', 'docker', 'kubernetes']","{'analyst_tools': ['sas', 'tableau', 'spss'], 'cloud': ['azure', 'gcp', 'aws'], 'libraries': ['numpy', 'pandas', 'matplotlib', 'spark', 'hadoop', 'opencv'], 'other': ['docker', 'kubernetes'], 'programming': ['python', 'r', 'sas', 'sql', 'nosql', 'no-sql']}"
Senior Data Engineer,Senior Data Engineer,"Hyderabad, Telangana, India",via Shine,Full-time,False,India,2024-01-01 11:07:57,False,False,India,,,,Oracle,"['java', 'sql', 'python', 'scala', 'oracle', 'hadoop', 'spark', 'airflow', 'docker']","{'cloud': ['oracle'], 'libraries': ['hadoop', 'spark', 'airflow'], 'other': ['docker'], 'programming': ['java', 'sql', 'python', 'scala']}"
Data Engineer,Data Engineer,"Ernakulam, Kerala, India",via Indeed,Full-time,False,India,2024-01-01 11:07:57,True,False,India,,,,Bluo Software India LLP,"['python', 'sql', 'azure', 'databricks', 'spark', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'databricks'], 'libraries': ['spark'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,"Kochi, Kerala, India",via LinkedIn,Full-time,False,India,2024-01-01 11:07:57,False,False,India,,,,Bluo Software India LLP,"['java', 'python', 'sql']","{'programming': ['java', 'python', 'sql']}"
Senior Data Engineer,Senior Data & Cloud Engineer,"Gurugram, Haryana, India",via LinkedIn,Full-time,False,India,2024-01-01 11:08:05,False,False,India,,,,Sirius AI,"['powershell', 'sql', 'scala', 'python', 'azure', 'databricks', 'aws', 'gcp', 'spark', 'pyspark', 'power bi', 'terraform']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'databricks', 'aws', 'gcp'], 'libraries': ['spark', 'pyspark'], 'other': ['terraform'], 'programming': ['powershell', 'sql', 'scala', 'python']}"
Data Engineer,"Director, Data Engineering",Anywhere,via LinkedIn,Full-time,True,Canada,2024-01-01 11:08:42,False,False,Canada,,,,Moz,"['aws', 'snowflake', 'databricks', 'hadoop', 'spark', 'kafka', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['aws', 'snowflake', 'databricks'], 'libraries': ['hadoop', 'spark', 'kafka']}"
Software Engineer,Senior Engineer,Canada,via BeBee Canada,Full-time,False,Canada,2024-01-01 11:09:21,False,False,Canada,,,,Nexus Systems Group Inc.,"['java', 'scala', 'python', 'sql', 'nosql', 'hadoop', 'kafka', 'spark']","{'libraries': ['hadoop', 'kafka', 'spark'], 'programming': ['java', 'scala', 'python', 'sql', 'nosql']}"
Data Scientist,Data Scientist Intern,"Jakarta, Indonesia",via Awan Tunai Career Site,Internship,False,Indonesia,2024-01-01 11:10:30,False,False,Indonesia,,,,AwanTunai,['python'],{'programming': ['python']}
Data Engineer,Sr. Data Engineer (6200 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Argentina,2024-01-01 11:10:44,True,False,Argentina,,,,Listopro,"['python', 'golang', 'aws', 'redshift', 'snowflake', 'airflow', 'pandas']","{'cloud': ['aws', 'redshift', 'snowflake'], 'libraries': ['airflow', 'pandas'], 'programming': ['python', 'golang']}"
Data Scientist,Principal Data Scientist,"Sydney NSW, Australia",via Atlassian Talent Community,Full-time,False,Australia,2024-01-01 11:10:51,False,False,Australia,,,,Atlassian,"['sql', 'python', 'r', 'tableau', 'microstrategy', 'sap', 'looker', 'atlassian']","{'analyst_tools': ['tableau', 'microstrategy', 'sap', 'looker'], 'other': ['atlassian'], 'programming': ['sql', 'python', 'r']}"
Software Engineer,Test Automation Analyst,"São Paulo, State of São Paulo, Brazil",via BeBee,Full-time,False,Brazil,2024-01-01 11:11:29,True,False,Brazil,,,,PSM COMPANY,['sql'],{'programming': ['sql']}
Data Analyst,Data analyst F/H,"Nantes, France",via BeBee,Full-time,False,France,2024-01-01 11:12:12,True,False,France,,,,S&You,,
Data Analyst,Master Data Internship,"Saint-Ouen-sur-Seine, France",via BeBee,Internship,False,France,2024-01-01 11:13:54,False,False,France,,,,Eviosys,"['sap', 'excel']","{'analyst_tools': ['sap', 'excel']}"
Senior Data Engineer,Senior Data Engineer H/F,"Romans-sur-Isère, France",via BeBee,Full-time,False,France,2024-01-01 11:14:46,True,False,France,,,,AK Recrutement,,
Data Scientist,SQL Analyst,"Lisbon, Portugal",via LinkedIn,Full-time,False,Portugal,2024-01-01 11:15:44,True,False,Portugal,,,,NEX T Engineering,"['sql', 'mysql', 'excel']","{'analyst_tools': ['excel'], 'databases': ['mysql'], 'programming': ['sql']}"
Data Scientist,"Business Intelligence, Data Architect, Data Scientist, 300000 Peso...",Anywhere,via LinkedIn,Full-time,True,Mexico,2024-01-01 11:16:07,True,False,Mexico,,,,Listopro,['python'],{'programming': ['python']}
Data Scientist,"Business Intelligence, Data Architect, Data Scientist, 300000 Peso...",Anywhere,via LinkedIn,Full-time,True,Mexico,2024-01-01 11:16:07,True,False,Mexico,,,,Listopro,['python'],{'programming': ['python']}
Data Engineer,Sr. Data Engineer (6200 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Mexico,2024-01-01 11:16:08,True,False,Mexico,,,,Listopro,"['python', 'golang', 'aws', 'redshift', 'snowflake', 'airflow', 'pandas']","{'cloud': ['aws', 'redshift', 'snowflake'], 'libraries': ['airflow', 'pandas'], 'programming': ['python', 'golang']}"
Data Engineer,Data Engineer (Híbrida en Monterrey o Ciudad México) (55000 MXN/Mes),"Monterrey, Nuevo Leon, Mexico",via LinkedIn,Full-time,False,Mexico,2024-01-01 11:16:08,True,False,Mexico,,,,Listopro,"['java', 'scala', 'sql', 'nosql', 'mongodb', 'mongodb', 'sql server', 'cassandra', 'dynamodb', 'aws', 'azure', 'oracle', 'hadoop']","{'cloud': ['aws', 'azure', 'oracle'], 'databases': ['mongodb', 'sql server', 'cassandra', 'dynamodb'], 'libraries': ['hadoop'], 'programming': ['java', 'scala', 'sql', 'nosql', 'mongodb']}"
Data Engineer,Data Engineer (6000 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Mexico,2024-01-01 11:16:08,True,False,Mexico,,,,Listopro,"['sql', 'databricks', 'aws', 'airflow', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['databricks', 'aws'], 'libraries': ['airflow'], 'programming': ['sql']}"
Data Analyst,Big Data Analyst,"Ożarów, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:15,True,False,Poland,,,,Decathlon Sp. zo. o.,"['sql', 'r', 'python', 'aws', 'gcp', 'databricks', 'redshift', 'tableau', 'sheets']","{'analyst_tools': ['tableau', 'sheets'], 'cloud': ['aws', 'gcp', 'databricks', 'redshift'], 'programming': ['sql', 'r', 'python']}"
Business Analyst,SAP Master Data Business Analyst/Consultant/Expert,"Zielona Góra, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:15,True,False,Poland,,,,Accenture Technology,"['windows', 'sap']","{'analyst_tools': ['sap'], 'os': ['windows']}"
Senior Data Analyst,Senior Analyst/Consultant SAP Master Data,"Bydgoszcz, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:17,True,False,Poland,,,,Accenture Technology,"['windows', 'sap']","{'analyst_tools': ['sap'], 'os': ['windows']}"
Senior Data Engineer,Senior Data Engineer,"Gdynia, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:30,False,False,Poland,,,,j-labs sp. z o. o.,"['python', 'sql', 'nosql', 'java', 'kotlin', 'snowflake', 'aws', 'gcp', 'airflow']","{'cloud': ['snowflake', 'aws', 'gcp'], 'libraries': ['airflow'], 'programming': ['python', 'sql', 'nosql', 'java', 'kotlin']}"
Data Engineer,Data Engineer,"Kielce, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:30,True,False,Poland,,,,Accenture Technology,"['sql', 'python', 'r', 't-sql', 'scala', 'azure', 'databricks', 'gcp', 'aws', 'oracle', 'snowflake', 'pyspark', 'windows', 'ssis', 'alteryx']","{'analyst_tools': ['ssis', 'alteryx'], 'cloud': ['azure', 'databricks', 'gcp', 'aws', 'oracle', 'snowflake'], 'libraries': ['pyspark'], 'os': ['windows'], 'programming': ['sql', 'python', 'r', 't-sql', 'scala']}"
Machine Learning Engineer,Engineer,"Częstochowa, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:32,False,False,Poland,,,,SFC Solutions Częstochowa Sp. z.o.o.,['c'],{'programming': ['c']}
Senior Data Analyst,It Senior Consultant To Data,"Warsaw, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:32,True,False,Poland,,,,DCG,"['python', 'hadoop', 'spark', 'pyspark', 'power bi']","{'analyst_tools': ['power bi'], 'libraries': ['hadoop', 'spark', 'pyspark'], 'programming': ['python']}"
Software Engineer,Test Development Engineer,"Grodzisk Mazowiecki, Poland",via Praca Trabajo.org,Full-time,False,Poland,2024-01-01 11:16:34,False,False,Poland,,,,BorgWarner eMobility Poland,"['vba', 'excel', 'visio']","{'analyst_tools': ['excel', 'visio'], 'programming': ['vba']}"
Business Analyst,Reporting Analyst,"Leeds, UK",via LinkedIn,Full-time,False,United Kingdom,2024-01-01 11:17:46,True,False,United Kingdom,,,,PeopleGenius,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Data Analyst,Data Quality Manager,"Manchester, UK",via LinkedIn,Full-time,False,United Kingdom,2024-01-01 11:17:49,True,False,United Kingdom,,,,The Prince's Trust,,
Senior Data Scientist,Data Science Data Science Senior Data Scientist,United Kingdom,via BeBee,Full-time,False,United Kingdom,2024-01-01 11:17:53,False,False,United Kingdom,,,,Collab + Currency,"['sql', 'python', 'gdpr']","{'libraries': ['gdpr'], 'programming': ['sql', 'python']}"
Data Analyst,Data Analyst,United Kingdom,via BeBee,Full-time,False,United Kingdom,2024-01-01 11:18:00,False,False,United Kingdom,,,,WR Logic,"['python', 'aws', 'azure', 'gcp', 'tensorflow', 'pytorch']","{'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['tensorflow', 'pytorch'], 'programming': ['python']}"
Data Scientist,Data Science,United Kingdom,via BeBee,Full-time,False,United Kingdom,2024-01-01 11:18:03,False,False,United Kingdom,,,,Oviva,"['python', 'bigquery']","{'cloud': ['bigquery'], 'programming': ['python']}"
Data Engineer,Entry Level Data Engineer,United Kingdom,via BeBee,Full-time,False,United Kingdom,2024-01-01 11:18:07,False,False,United Kingdom,,,,WR Logic,"['sql', 'python', 'azure', 'aws', 'power bi', 'terraform', 'git', 'gitlab', 'flow']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'aws'], 'other': ['terraform', 'git', 'gitlab', 'flow'], 'programming': ['sql', 'python']}"
Software Engineer,Software Engineer II (Data),"London, UK",via LinkedIn,Full-time,False,United Kingdom,2024-01-01 11:18:16,True,False,United Kingdom,,,,Ripple,"['sql', 'java', 'scala', 'python', 'databricks', 'phoenix']","{'cloud': ['databricks'], 'programming': ['sql', 'java', 'scala', 'python'], 'webframeworks': ['phoenix']}"
Data Engineer,Business Data Engineer,Anywhere,via Rest Less,Full-time,True,United Kingdom,2024-01-01 11:18:18,True,False,United Kingdom,,,,NFU Mutual,"['sql', 'azure']","{'cloud': ['azure'], 'programming': ['sql']}"
Business Analyst,Business Intelligence Analyst,"Amsterdam, Netherlands",via LinkedIn,Full-time,False,Netherlands,2024-01-01 11:19:31,True,False,Netherlands,,,,Dyson,['tableau'],{'analyst_tools': ['tableau']}
Data Analyst,Junior Data Analist,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:34,True,False,Netherlands,,,,Status Pro,"['power bi', 'sharepoint', 'excel']","{'analyst_tools': ['power bi', 'sharepoint', 'excel']}"
Data Analyst,Data Analist,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:34,False,False,Netherlands,,,,Status Pro,"['python', 'sql', 'r', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'programming': ['python', 'sql', 'r']}"
Data Engineer,Data Engineer,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:50,True,False,Netherlands,,,,Status Pro,"['azure', 'databricks', 'git']","{'cloud': ['azure', 'databricks'], 'other': ['git']}"
Data Analyst,Data-analist,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:50,True,False,Netherlands,,,,Jobmatix,"['python', 'sql', 'snowflake', 'aws', 'word', 'git']","{'analyst_tools': ['word'], 'cloud': ['snowflake', 'aws'], 'other': ['git'], 'programming': ['python', 'sql']}"
Data Scientist,Datawetenschapper,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:52,False,False,Netherlands,,,,Jobmatix,"['python', 'sql', 'snowflake', 'aws', 'word', 'git']","{'analyst_tools': ['word'], 'cloud': ['snowflake', 'aws'], 'other': ['git'], 'programming': ['python', 'sql']}"
Cloud Engineer,Network Platform Engineer,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:54,True,False,Netherlands,,,,Schiphol,,
Software Engineer,DevSecOps Engineer,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:57,False,False,Netherlands,,,,Schiphol,"['go', 'azure', 'databricks', 'terraform']","{'cloud': ['azure', 'databricks'], 'other': ['terraform'], 'programming': ['go']}"
Cloud Engineer,Cloud Infra Engineer CDP,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 11:19:57,False,False,Netherlands,,,,Schiphol,"['go', 'databricks', 'azure', 'kafka', 'spark', 'splunk']","{'analyst_tools': ['splunk'], 'cloud': ['databricks', 'azure'], 'libraries': ['kafka', 'spark'], 'programming': ['go']}"
Software Engineer,Lead Data Software Engineer,"Lviv, Lviv Oblast, Ukraine",via LinkedIn,Full-time,False,Ukraine,2024-01-01 11:20:49,False,False,Ukraine,,,,EPAM Systems,"['sql', 'scala', 'cassandra', 'oracle', 'aws', 'gcp', 'azure', 'hadoop', 'spark', 'kafka', 'airflow', 'tableau', 'splunk', 'yarn']","{'analyst_tools': ['tableau', 'splunk'], 'cloud': ['oracle', 'aws', 'gcp', 'azure'], 'databases': ['cassandra'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'other': ['yarn'], 'programming': ['sql', 'scala']}"
Business Analyst,Business Analyst II – Mortgage Servicing,"Little Mountain, SC",via SaluteMyJob,Full-time,False,Georgia,2024-01-01 11:21:02,False,False,United States,,,,First Citizens Bank,,
Software Engineer,Visual Basic Developer (with Data experience) (5833 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Denmark,2024-01-01 11:22:16,True,False,Denmark,,,,Listopro,"['excel', 'confluence']","{'analyst_tools': ['excel'], 'async': ['confluence']}"
Data Scientist,Data Scientist (Python/SQL) (7750 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Denmark,2024-01-01 11:22:18,False,False,Denmark,,,,Listopro,"['sql', 'python', 'pandas']","{'libraries': ['pandas'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer (12000 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Denmark,2024-01-01 11:22:20,False,False,Denmark,,,,Listopro,"['python', 'sql', 'aws', 'gcp', 'scikit-learn', 'pytorch', 'pandas', 'pyspark', 'docker', 'kubernetes']","{'cloud': ['aws', 'gcp'], 'libraries': ['scikit-learn', 'pytorch', 'pandas', 'pyspark'], 'other': ['docker', 'kubernetes'], 'programming': ['python', 'sql']}"
Data Engineer,Mid Data Engineer (3733 USD/Mes) [Remote],Anywhere,via LinkedIn,Full-time,True,Denmark,2024-01-01 11:22:20,True,False,Denmark,,,,Listopro,"['python', 'sql', 'airflow', 'flow']","{'libraries': ['airflow'], 'other': ['flow'], 'programming': ['python', 'sql']}"
Data Analyst,Data Analyst,Israel,via LinkedIn,Full-time,False,Israel,2024-01-01 11:22:22,False,False,Israel,,,,G-STAT,['sql'],{'programming': ['sql']}
Data Analyst,"Digital Insight Analyst Manager - Government, Client Insights","Tokyo, Japan",via LinkedIn,Full-time,False,Japan,2024-01-01 11:23:55,False,False,Japan,,,,Meltwater,"['sql', 'python', 'r', 'excel', 'power bi', 'tableau']","{'analyst_tools': ['excel', 'power bi', 'tableau'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Resource Analyst,"Vilnius, Vilnius City Municipality, Lithuania",via LinkedIn,Full-time,False,Lithuania,2024-01-01 11:25:04,True,False,Lithuania,,,,Vinted,"['go', 'excel']","{'analyst_tools': ['excel'], 'programming': ['go']}"
Data Analyst,Data Analyst,"New York, NY",via BeBee,Full-time,False,"New York, United States",2024-01-01 11:59:51,True,False,United States,,,,eqtble,"['sql', 'python']","{'programming': ['sql', 'python']}"
Senior Data Analyst,Job Posting Title Sr. GIS Data Analyst,"South Riding, VA",via Star Job Search,Full-time,False,"New York, United States",2024-01-01 12:00:03,False,False,United States,,,,LEIDOS,"['sql', 'python']","{'programming': ['sql', 'python']}"
Business Analyst,Business Intelligence Expert,"Portsmouth, NH",via LinkedIn,Full-time,False,"New York, United States",2024-01-01 12:00:03,False,False,United States,,,,Incline Analytics,['power bi'],{'analyst_tools': ['power bi']}
Data Analyst,Apprentice GIS Data Analyst,"Columbia, IL",via WANE Jobs,Full-time,False,"Illinois, United States",2024-01-01 12:00:33,False,False,United States,,,,LEIDOS,"['sql', 'python']","{'programming': ['sql', 'python']}"
Senior Data Scientist,Senior Data Scientist - Generative AI,Anywhere,via Get.It,Full-time,True,"New York, United States",2024-01-01 12:00:59,False,True,United States,year,200000.0,,Get It Recruit - Information Technology,"['python', 'pytorch', 'tensorflow']","{'libraries': ['pytorch', 'tensorflow'], 'programming': ['python']}"
